project,model,explainer,test_idx,dist_orig,dist_flip,dist_orig_norm,dist_flip_norm,delta,delta_norm,num_feats_changed
apache_cassandra,RandomForest,LIME,6732,2.5401831745152896,8.954027334371125,0.07844648370149455,0.2765201999586165,6.4138441598558344,0.19807371625712192,2
apache_cassandra,RandomForest,LIME,6733,1.8588218624646313,8.770721846201967,0.057404536964401405,0.27085932040696753,6.911899983737336,0.21345478344256616,3
apache_cassandra,RandomForest,LIME,6734,4.149395004421569,9.541289615857437,0.12814250989892945,0.294656160174127,5.391894611435868,0.16651365027519757,1
apache_cassandra,RandomForest,LIME,6745,2.598469684534907,8.913188634533764,0.08024650025311328,0.2752590104375919,6.314718949998857,0.19501251018447863,2
apache_cassandra,RandomForest,LIME,6750,4.28404005901425,9.539980597645497,0.1323006474641887,0.29461573479187186,5.255940538631248,0.16231508732768316,2
apache_cassandra,RandomForest,LIME,6755,3.9411884485773343,6.019107683804879,0.12171263021409305,0.18588337941622643,2.077919235227545,0.06417074920213336,1
apache_cassandra,RandomForest,LIME,6621,4.984912316742028,10.509963647392437,0.15394513542642518,0.324570960173293,5.52505133065041,0.1706258247468678,3
apache_cassandra,RandomForest,LIME,6620,7.6595978448864095,12.077644618145648,0.23654534977129768,0.3729844214366924,4.418046773259238,0.1364390716653947,3
apache_cassandra,RandomForest,LIME,6766,2.087356769245012,9.980121900151953,0.06446220115957922,0.3082082732591089,7.892765130906941,0.24374607209952964,2
apache_cassandra,RandomForest,LIME,6758,6.527373264830218,11.854470137999057,0.20157974651996613,0.366092299090929,5.327096873168839,0.16451255257096284,3
